n,density,start_mode,seed,turns,K,Y,B,B_pct,K_pct
25,0.3,max_degree,16,2,8,4,13,52.0,32.0
25,0.3,max_degree,17,3,15,6,4,16.0,60.0
25,0.3,max_degree,18,3,15,6,4,16.0,60.0
25,0.3,max_degree,19,3,14,6,5,20.0,56.00000000000001
25,0.3,max_degree,20,3,15,6,4,16.0,60.0
25,0.3,max_degree,21,3,15,6,4,16.0,60.0
25,0.3,max_degree,22,3,12,5,8,32.0,48.0
25,0.3,max_degree,23,3,12,5,8,32.0,48.0
25,0.3,max_degree,24,3,12,5,8,32.0,48.0
25,0.3,max_degree,25,4,16,7,2,8.0,64.0
25,0.3,max_degree,26,4,16,7,2,8.0,64.0
25,0.3,max_degree,27,4,16,7,2,8.0,64.0
25,0.3,max_degree,28,3,14,6,5,20.0,56.00000000000001
25,0.3,max_degree,29,3,12,6,7,28.000000000000004,48.0
25,0.3,max_degree,30,3,12,6,7,28.000000000000004,48.0
25,0.3,random,1,4,16,7,2,8.0,64.0
25,0.3,random,2,1,2,2,21,84.0,8.0
25,0.3,random,3,1,2,2,21,84.0,8.0
25,0.3,random,4,1,2,2,21,84.0,8.0
25,0.3,random,5,2,3,3,19,76.0,12.0
25,0.3,random,6,3,9,6,10,40.0,36.0
25,0.3,random,7,1,1,1,23,92.0,4.0
25,0.3,random,8,3,7,6,12,48.0,28.000000000000004
25,0.3,random,9,3,6,5,14,56.00000000000001,24.0
25,0.3,random,10,4,13,8,4,16.0,52.0
25,0.3,random,11,5,12,10,3,12.0,48.0
25,0.3,random,12,2,5,4,16,64.0,20.0
25,0.3,random,13,4,8,7,10,40.0,32.0
25,0.3,random,14,3,7,5,13,52.0,28.000000000000004
25,0.3,random,15,2,4,3,18,72.0,16.0
25,0.3,random,16,2,5,4,16,64.0,20.0
25,0.3,random,17,2,3,4,18,72.0,12.0
25,0.3,random,18,4,13,7,5,20.0,52.0
25,0.3,random,19,1,1,2,22,88.0,4.0
25,0.3,random,20,2,2,3,20,80.0,8.0
25,0.3,random,21,1,1,2,22,88.0,4.0
25,0.3,random,22,3,7,6,12,48.0,28.000000000000004
25,0.3,random,23,3,13,5,7,28.000000000000004,52.0
25,0.3,random,24,3,8,6,11,44.0,32.0
25,0.3,random,25,2,5,3,17,68.0,20.0
25,0.3,random,26,4,18,7,0,0.0,72.0
25,0.3,random,27,5,13,10,2,8.0,52.0
25,0.3,random,28,4,13,8,4,16.0,52.0
25,0.3,random,29,2,2,4,19,76.0,8.0
25,0.3,random,30,2,2,4,19,76.0,8.0
25,0.35,max_degree,1,4,12,7,6,24.0,48.0
25,0.35,max_degree,2,4,17,8,0,0.0,68.0
25,0.35,max_degree,3,3,10,6,9,36.0,40.0
25,0.35,max_degree,4,3,10,6,9,36.0,40.0
25,0.35,max_degree,5,2,5,4,16,64.0,20.0
25,0.35,max_degree,6,3,15,6,4,16.0,60.0
25,0.35,max_degree,7,4,14,7,4,16.0,56.00000000000001
25,0.35,max_degree,8,3,9,5,11,44.0,36.0
25,0.35,max_degree,9,3,9,5,11,44.0,36.0
25,0.35,max_degree,10,4,15,8,2,8.0,60.0
25,0.35,max_degree,11,3,10,6,9,36.0,40.0
25,0.35,max_degree,12,2,8,4,13,52.0,32.0
25,0.35,max_degree,13,3,14,5,6,24.0,56.00000000000001
25,0.35,max_degree,14,3,11,6,8,32.0,44.0
25,0.35,max_degree,15,2,9,4,12,48.0,36.0
25,0.35,max_degree,16,3,11,5,9,36.0,44.0
25,0.35,max_degree,17,3,20,5,0,0.0,80.0
25,0.35,max_degree,18,3,20,5,0,0.0,80.0
25,0.35,max_degree,19,2,16,4,5,20.0,64.0
25,0.35,max_degree,20,2,12,4,9,36.0,48.0
25,0.35,max_degree,21,3,17,6,2,8.0,68.0
25,0.35,max_degree,22,4,16,7,2,8.0,64.0
25,0.35,max_degree,23,4,16,7,2,8.0,64.0
25,0.35,max_degree,24,4,16,7,2,8.0,64.0
25,0.35,max_degree,25,3,13,6,6,24.0,52.0
25,0.35,max_degree,26,3,12,6,7,28.000000000000004,48.0
25,0.35,max_degree,27,3,12,6,7,28.000000000000004,48.0
25,0.35,max_degree,28,3,15,6,4,16.0,60.0
25,0.35,max_degree,29,3,15,5,5,20.0,60.0
25,0.35,max_degree,30,3,12,6,7,28.000000000000004,48.0
25,0.35,random,1,3,4,5,16,64.0,16.0
25,0.35,random,2,1,2,2,21,84.0,8.0
25,0.35,random,3,1,1,1,23,92.0,4.0
25,0.35,random,4,1,1,1,23,92.0,4.0
25,0.35,random,5,2,5,4,16,64.0,20.0
25,0.35,random,6,4,12,8,5,20.0,48.0
25,0.35,random,7,1,1,2,22,88.0,4.0
25,0.35,random,8,4,11,8,6,24.0,44.0
25,0.35,random,9,4,10,8,7,28.000000000000004,40.0
25,0.35,random,10,4,11,8,6,24.0,44.0
25,0.35,random,11,4,15,8,2,8.0,60.0
25,0.35,random,12,3,6,6,13,52.0,24.0
25,0.35,random,13,4,12,7,6,24.0,48.0
25,0.35,random,14,2,6,4,15,60.0,24.0
25,0.35,random,15,4,15,7,3,12.0,60.0
25,0.35,random,16,4,18,7,0,0.0,72.0
25,0.35,random,17,3,19,6,0,0.0,76.0
25,0.35,random,18,3,11,6,8,32.0,44.0
25,0.35,random,19,1,1,2,22,88.0,4.0
25,0.35,random,20,2,12,4,9,36.0,48.0
25,0.35,random,21,1,1,2,22,88.0,4.0
25,0.35,random,22,2,8,4,13,52.0,32.0
25,0.35,random,23,3,19,6,0,0.0,76.0
25,0.35,random,24,4,11,8,6,24.0,44.0
25,0.35,random,25,3,6,5,14,56.00000000000001,24.0
25,0.35,random,26,3,16,5,4,16.0,64.0
25,0.35,random,27,4,11,7,7,28.000000000000004,44.0
25,0.35,random,28,3,10,5,10,40.0,40.0
25,0.35,random,29,4,16,8,1,4.0,64.0
25,0.35,random,30,2,2,4,19,76.0,8.0
25,0.4,max_degree,1,3,20,5,0,0.0,80.0
25,0.4,max_degree,2,3,17,5,3,12.0,68.0
25,0.4,max_degree,3,3,13,5,7,28.000000000000004,52.0
25,0.4,max_degree,4,3,13,5,7,28.000000000000004,52.0
25,0.4,max_degree,5,3,10,6,9,36.0,40.0
25,0.4,max_degree,6,2,13,4,8,32.0,52.0
25,0.4,max_degree,7,3,19,6,0,0.0,76.0
25,0.4,max_degree,8,3,16,5,4,16.0,64.0
25,0.4,max_degree,9,3,17,6,2,8.0,68.0
25,0.4,max_degree,10,3,18,6,1,4.0,72.0
25,0.4,max_degree,11,4,17,8,0,0.0,68.0
25,0.4,max_degree,12,3,16,5,4,16.0,64.0
25,0.4,max_degree,13,3,19,6,0,0.0,76.0
25,0.4,max_degree,14,4,15,8,2,8.0,60.0
25,0.4,max_degree,15,3,11,6,8,32.0,44.0
25,0.4,max_degree,16,2,12,4,9,36.0,48.0
25,0.4,max_degree,17,2,21,4,0,0.0,84.0
25,0.4,max_degree,18,2,21,4,0,0.0,84.0
25,0.4,max_degree,19,2,17,4,4,16.0,68.0
25,0.4,max_degree,20,2,12,4,9,36.0,48.0
25,0.4,max_degree,21,3,19,6,0,0.0,76.0
25,0.4,max_degree,22,4,17,8,0,0.0,68.0
25,0.4,max_degree,23,4,17,8,0,0.0,68.0
25,0.4,max_degree,24,4,17,8,0,0.0,68.0
25,0.4,max_degree,25,3,15,5,5,20.0,60.0
25,0.4,max_degree,26,3,17,6,2,8.0,68.0
25,0.4,max_degree,27,3,17,6,2,8.0,68.0
25,0.4,max_degree,28,3,13,5,7,28.000000000000004,52.0
25,0.4,max_degree,29,2,16,4,5,20.0,64.0
25,0.4,max_degree,30,3,15,6,4,16.0,60.0
25,0.4,random,1,3,4,5,16,64.0,16.0
25,0.4,random,2,1,2,2,21,84.0,8.0
25,0.4,random,3,1,1,2,22,88.0,4.0
25,0.4,random,4,1,1,2,22,88.0,4.0
25,0.4,random,5,4,8,7,10,40.0,32.0
25,0.4,random,6,3,7,5,13,52.0,28.000000000000004
25,0.4,random,7,4,5,8,12,48.0,20.0
25,0.4,random,8,1,3,2,20,80.0,12.0
25,0.4,random,9,3,10,6,9,36.0,40.0
25,0.4,random,10,4,16,8,1,4.0,64.0
25,0.4,random,11,4,18,7,0,0.0,72.0
25,0.4,random,12,4,7,7,11,44.0,28.000000000000004
25,0.4,random,13,5,15,10,0,0.0,60.0
25,0.4,random,14,5,15,10,0,0.0,60.0
25,0.4,random,15,4,15,7,3,12.0,60.0
25,0.4,random,16,3,19,6,0,0.0,76.0
25,0.4,random,17,3,19,6,0,0.0,76.0
25,0.4,random,18,3,19,6,0,0.0,76.0
25,0.4,random,19,5,10,10,5,20.0,40.0
25,0.4,random,20,2,12,4,9,36.0,48.0
25,0.4,random,21,1,1,2,22,88.0,4.0
25,0.4,random,22,3,9,5,11,44.0,36.0
25,0.4,random,23,3,19,6,0,0.0,76.0
25,0.4,random,24,5,16,9,0,0.0,64.0
25,0.4,random,25,3,7,5,13,52.0,28.000000000000004
25,0.4,random,26,3,20,5,0,0.0,80.0
25,0.4,random,27,3,8,6,11,44.0,32.0
25,0.4,random,28,3,12,6,7,28.000000000000004,48.0
25,0.4,random,29,3,19,6,0,0.0,76.0
25,0.4,random,30,2,2,3,20,80.0,8.0
25,0.45,max_degree,1,3,19,6,0,0.0,76.0
25,0.45,max_degree,2,3,19,6,0,0.0,76.0
25,0.45,max_degree,3,3,19,6,0,0.0,76.0
25,0.45,max_degree,4,3,19,6,0,0.0,76.0
25,0.45,max_degree,5,3,11,5,9,36.0,44.0
25,0.45,max_degree,6,4,16,7,2,8.0,64.0
25,0.45,max_degree,7,2,21,4,0,0.0,84.0
25,0.45,max_degree,8,3,17,5,3,12.0,68.0
25,0.45,max_degree,9,3,19,6,0,0.0,76.0
25,0.45,max_degree,10,3,20,5,0,0.0,80.0
25,0.45,max_degree,11,3,18,5,2,8.0,72.0
25,0.45,max_degree,12,3,19,6,0,0.0,76.0
25,0.45,max_degree,13,2,21,4,0,0.0,84.0
25,0.45,max_degree,14,3,11,6,8,32.0,44.0
25,0.45,max_degree,15,3,14,5,6,24.0,56.00000000000001
25,0.45,max_degree,16,3,19,6,0,0.0,76.0
25,0.45,max_degree,17,4,18,7,0,0.0,72.0
25,0.45,max_degree,18,2,21,4,0,0.0,84.0
25,0.45,max_degree,19,2,21,4,0,0.0,84.0
25,0.45,max_degree,20,3,12,5,8,32.0,48.0
25,0.45,max_degree,21,3,18,6,1,4.0,72.0
25,0.45,max_degree,22,4,17,8,0,0.0,68.0
25,0.45,max_degree,23,3,20,5,0,0.0,80.0
25,0.45,max_degree,24,3,14,6,5,20.0,56.00000000000001
25,0.45,max_degree,25,3,16,5,4,16.0,64.0
25,0.45,max_degree,26,3,20,5,0,0.0,80.0
25,0.45,max_degree,27,3,20,5,0,0.0,80.0
25,0.45,max_degree,28,3,19,6,0,0.0,76.0
25,0.45,max_degree,29,2,21,4,0,0.0,84.0
25,0.45,max_degree,30,3,18,6,1,4.0,72.0
25,0.45,random,1,3,4,5,16,64.0,16.0
25,0.45,random,2,1,2,2,21,84.0,8.0
25,0.45,random,3,3,9,6,10,40.0,36.0
25,0.45,random,4,1,1,2,22,88.0,4.0
25,0.45,random,5,2,4,3,18,72.0,16.0
25,0.45,random,6,5,15,10,0,0.0,60.0
25,0.45,random,7,4,5,8,12,48.0,20.0
25,0.45,random,8,1,3,2,20,80.0,12.0
25,0.45,random,9,3,10,6,9,36.0,40.0
25,0.45,random,10,4,17,8,0,0.0,68.0
25,0.45,random,11,4,17,8,0,0.0,68.0
25,0.45,random,12,4,11,8,6,24.0,44.0
25,0.45,random,13,3,13,6,6,24.0,52.0
25,0.45,random,14,3,11,6,8,32.0,44.0
25,0.45,random,15,4,17,7,1,4.0,68.0
25,0.45,random,16,3,19,6,0,0.0,76.0
25,0.45,random,17,3,11,5,9,36.0,44.0
25,0.45,random,18,3,19,6,0,0.0,76.0
25,0.45,random,19,5,13,10,2,8.0,52.0
25,0.45,random,20,3,12,6,7,28.000000000000004,48.0
25,0.45,random,21,4,8,8,9,36.0,32.0
25,0.45,random,22,3,12,6,7,28.000000000000004,48.0
25,0.45,random,23,3,20,5,0,0.0,80.0
25,0.45,random,24,4,13,8,4,16.0,52.0
25,0.45,random,25,3,7,5,13,52.0,28.000000000000004
25,0.45,random,26,3,20,5,0,0.0,80.0
25,0.45,random,27,5,15,10,0,0.0,60.0
25,0.45,random,28,3,19,6,0,0.0,76.0
25,0.45,random,29,3,17,6,2,8.0,68.0
25,0.45,random,30,2,2,3,20,80.0,8.0
25,0.5,max_degree,1,3,20,5,0,0.0,80.0
25,0.5,max_degree,2,3,19,6,0,0.0,76.0
25,0.5,max_degree,3,3,19,6,0,0.0,76.0
25,0.5,max_degree,4,3,15,5,5,20.0,60.0
25,0.5,max_degree,5,3,14,6,5,20.0,56.00000000000001
25,0.5,max_degree,6,2,21,4,0,0.0,84.0
25,0.5,max_degree,7,3,19,6,0,0.0,76.0
25,0.5,max_degree,8,3,19,6,0,0.0,76.0
25,0.5,max_degree,9,3,19,6,0,0.0,76.0
25,0.5,max_degree,10,3,20,5,0,0.0,80.0
25,0.5,max_degree,11,3,18,5,2,8.0,72.0
25,0.5,max_degree,12,3,19,6,0,0.0,76.0
25,0.5,max_degree,13,2,21,4,0,0.0,84.0
25,0.5,max_degree,14,3,13,5,7,28.000000000000004,52.0
25,0.5,max_degree,15,3,17,6,2,8.0,68.0
25,0.5,max_degree,16,3,19,6,0,0.0,76.0
25,0.5,max_degree,17,2,13,4,8,32.0,52.0
25,0.5,max_degree,18,2,21,4,0,0.0,84.0
25,0.5,max_degree,19,2,21,4,0,0.0,84.0
25,0.5,max_degree,20,3,18,6,1,4.0,72.0
25,0.5,max_degree,21,3,20,5,0,0.0,80.0
25,0.5,max_degree,22,3,19,6,0,0.0,76.0
25,0.5,max_degree,23,2,21,4,0,0.0,84.0
25,0.5,max_degree,24,3,16,6,3,12.0,64.0
25,0.5,max_degree,25,3,16,5,4,16.0,64.0
25,0.5,max_degree,26,3,19,6,0,0.0,76.0
25,0.5,max_degree,27,3,19,6,0,0.0,76.0
25,0.5,max_degree,28,3,19,6,0,0.0,76.0
25,0.5,max_degree,29,2,21,4,0,0.0,84.0
25,0.5,max_degree,30,3,20,5,0,0.0,80.0
25,0.5,random,1,4,8,8,9,36.0,32.0
25,0.5,random,2,1,2,2,21,84.0,8.0
25,0.5,random,3,4,17,8,0,0.0,68.0
25,0.5,random,4,1,1,2,22,88.0,4.0
25,0.5,random,5,2,4,3,18,72.0,16.0
25,0.5,random,6,5,15,10,0,0.0,60.0
25,0.5,random,7,6,14,11,0,0.0,56.00000000000001
25,0.5,random,8,2,4,3,18,72.0,16.0
25,0.5,random,9,3,12,5,8,32.0,48.0
25,0.5,random,10,4,17,8,0,0.0,68.0
25,0.5,random,11,3,19,6,0,0.0,76.0
25,0.5,random,12,4,12,8,5,20.0,48.0
25,0.5,random,13,3,12,6,7,28.000000000000004,48.0
25,0.5,random,14,4,17,8,0,0.0,68.0
25,0.5,random,15,4,16,8,1,4.0,64.0
25,0.5,random,16,3,19,6,0,0.0,76.0
25,0.5,random,17,3,11,6,8,32.0,44.0
25,0.5,random,18,3,19,6,0,0.0,76.0
25,0.5,random,19,4,18,7,0,0.0,72.0
25,0.5,random,20,4,17,8,0,0.0,68.0
25,0.5,random,21,5,15,10,0,0.0,60.0
25,0.5,random,22,4,14,7,4,16.0,56.00000000000001
25,0.5,random,23,3,20,5,0,0.0,80.0
25,0.5,random,24,4,14,8,3,12.0,56.00000000000001
25,0.5,random,25,5,15,10,0,0.0,60.0
25,0.5,random,26,2,21,4,0,0.0,84.0
25,0.5,random,27,4,17,8,0,0.0,68.0
25,0.5,random,28,3,19,6,0,0.0,76.0
25,0.5,random,29,3,19,6,0,0.0,76.0
25,0.5,random,30,2,3,4,18,72.0,12.0
30,0.15,max_degree,1,2,8,4,18,60.0,26.666666666666668
30,0.15,max_degree,2,2,8,4,18,60.0,26.666666666666668
30,0.15,max_degree,3,2,8,4,18,60.0,26.666666666666668
30,0.15,max_degree,4,2,8,4,18,60.0,26.666666666666668
30,0.15,max_degree,5,2,8,4,18,60.0,26.666666666666668
30,0.15,max_degree,6,2,8,4,18,60.0,26.666666666666668
30,0.15,max_degree,7,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,8,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,9,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,10,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,11,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,12,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,13,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,14,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,15,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,16,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,17,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,18,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,19,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,20,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,21,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,22,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,23,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,24,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,25,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,26,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,27,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,28,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,29,4,16,8,6,20.0,53.333333333333336
30,0.15,max_degree,30,4,16,8,6,20.0,53.333333333333336
30,0.15,random,1,2,5,4,21,70.0,16.666666666666664
30,0.15,random,2,2,2,3,25,83.33333333333334,6.666666666666667
30,0.15,random,3,2,2,4,24,80.0,6.666666666666667
30,0.15,random,4,2,2,4,24,80.0,6.666666666666667
30,0.15,random,5,3,6,5,19,63.33333333333333,20.0
30,0.15,random,6,3,6,5,19,63.33333333333333,20.0
30,0.15,random,7,1,2,2,26,86.66666666666667,6.666666666666667
30,0.15,random,8,4,16,8,6,20.0,53.333333333333336
30,0.15,random,9,1,1,2,27,90.0,3.3333333333333335
30,0.15,random,10,1,3,2,25,83.33333333333334,10.0
30,0.15,random,11,1,1,2,27,90.0,3.3333333333333335
30,0.15,random,12,2,3,3,24,80.0,10.0
30,0.15,random,13,3,4,5,21,70.0,13.333333333333334
30,0.15,random,14,3,9,6,15,50.0,30.0
30,0.15,random,15,1,1,1,28,93.33333333333333,3.3333333333333335
30,0.15,random,16,1,1,2,27,90.0,3.3333333333333335
30,0.15,random,17,3,10,6,14,46.666666666666664,33.33333333333333
30,0.15,random,18,1,2,2,26,86.66666666666667,6.666666666666667
30,0.15,random,19,2,2,3,25,83.33333333333334,6.666666666666667
30,0.15,random,20,2,2,3,25,83.33333333333334,6.666666666666667
30,0.15,random,21,1,2,2,26,86.66666666666667,6.666666666666667
30,0.15,random,22,1,2,2,26,86.66666666666667,6.666666666666667
30,0.15,random,23,1,2,2,26,86.66666666666667,6.666666666666667
30,0.15,random,24,3,10,6,14,46.666666666666664,33.33333333333333
30,0.15,random,25,1,2,2,26,86.66666666666667,6.666666666666667
30,0.15,random,26,3,5,6,19,63.33333333333333,16.666666666666664
30,0.15,random,27,2,8,4,18,60.0,26.666666666666668
30,0.15,random,28,3,9,6,15,50.0,30.0
30,0.15,random,29,1,3,2,25,83.33333333333334,10.0
30,0.15,random,30,1,3,2,25,83.33333333333334,10.0
30,0.2,max_degree,1,2,5,4,21,70.0,16.666666666666664
30,0.2,max_degree,2,2,5,4,21,70.0,16.666666666666664
30,0.2,max_degree,3,2,5,4,21,70.0,16.666666666666664
30,0.2,max_degree,4,2,5,4,21,70.0,16.666666666666664
30,0.2,max_degree,5,2,5,4,21,70.0,16.666666666666664
30,0.2,max_degree,6,2,8,4,18,60.0,26.666666666666668
30,0.2,max_degree,7,2,8,4,18,60.0,26.666666666666668
30,0.2,max_degree,8,2,6,4,20,66.66666666666666,20.0
30,0.2,max_degree,9,2,6,4,20,66.66666666666666,20.0
30,0.2,max_degree,10,3,11,6,13,43.333333333333336,36.666666666666664
30,0.2,max_degree,11,3,11,6,13,43.333333333333336,36.666666666666664
30,0.2,max_degree,12,3,17,6,7,23.333333333333332,56.666666666666664
30,0.2,max_degree,13,3,17,6,7,23.333333333333332,56.666666666666664
30,0.2,max_degree,14,4,9,8,13,43.333333333333336,30.0
30,0.2,max_degree,15,3,9,5,16,53.333333333333336,30.0
30,0.2,max_degree,16,3,9,5,16,53.333333333333336,30.0
30,0.2,max_degree,17,3,9,5,16,53.333333333333336,30.0
30,0.2,max_degree,18,3,9,5,16,53.333333333333336,30.0
30,0.2,max_degree,19,3,9,5,16,53.333333333333336,30.0
30,0.2,max_degree,20,3,9,5,16,53.333333333333336,30.0
30,0.2,max_degree,21,3,9,5,16,53.333333333333336,30.0
30,0.2,max_degree,22,3,9,5,16,53.333333333333336,30.0
30,0.2,max_degree,23,3,9,5,16,53.333333333333336,30.0
30,0.2,max_degree,24,3,9,5,16,53.333333333333336,30.0
30,0.2,max_degree,25,2,7,4,19,63.33333333333333,23.333333333333332
30,0.2,max_degree,26,2,7,4,19,63.33333333333333,23.333333333333332
30,0.2,max_degree,27,2,7,4,19,63.33333333333333,23.333333333333332
30,0.2,max_degree,28,4,17,7,6,20.0,56.666666666666664
30,0.2,max_degree,29,4,17,7,6,20.0,56.666666666666664
30,0.2,max_degree,30,4,17,7,6,20.0,56.666666666666664
30,0.2,random,1,1,1,2,27,90.0,3.3333333333333335
30,0.2,random,2,2,2,3,25,83.33333333333334,6.666666666666667
30,0.2,random,3,2,3,3,24,80.0,10.0
30,0.2,random,4,2,3,3,24,80.0,10.0
30,0.2,random,5,2,2,3,25,83.33333333333334,6.666666666666667
30,0.2,random,6,3,9,6,15,50.0,30.0
30,0.2,random,7,1,1,1,28,93.33333333333333,3.3333333333333335
30,0.2,random,8,2,4,3,23,76.66666666666667,13.333333333333334
30,0.2,random,9,3,5,5,20,66.66666666666666,16.666666666666664
30,0.2,random,10,1,1,2,27,90.0,3.3333333333333335
30,0.2,random,11,2,3,4,23,76.66666666666667,10.0
30,0.2,random,12,1,2,2,26,86.66666666666667,6.666666666666667
30,0.2,random,13,4,12,8,10,33.33333333333333,40.0
30,0.2,random,14,2,7,4,19,63.33333333333333,23.333333333333332
30,0.2,random,15,3,10,6,14,46.666666666666664,33.33333333333333
30,0.2,random,16,2,4,4,22,73.33333333333333,13.333333333333334
30,0.2,random,17,3,6,6,18,60.0,20.0
30,0.2,random,18,2,5,4,21,70.0,16.666666666666664
30,0.2,random,19,3,8,6,16,53.333333333333336,26.666666666666668
30,0.2,random,20,2,6,4,20,66.66666666666666,20.0
30,0.2,random,21,2,5,4,21,70.0,16.666666666666664
30,0.2,random,22,2,6,4,20,66.66666666666666,20.0
30,0.2,random,23,2,6,4,20,66.66666666666666,20.0
30,0.2,random,24,3,4,6,20,66.66666666666666,13.333333333333334
30,0.2,random,25,2,4,4,22,73.33333333333333,13.333333333333334
30,0.2,random,26,4,18,8,4,13.333333333333334,60.0
30,0.2,random,27,1,3,2,25,83.33333333333334,10.0
30,0.2,random,28,4,19,8,3,10.0,63.33333333333333
30,0.2,random,29,2,4,3,23,76.66666666666667,13.333333333333334
30,0.2,random,30,2,4,3,23,76.66666666666667,13.333333333333334
30,0.25,max_degree,1,3,6,5,19,63.33333333333333,20.0
30,0.25,max_degree,2,3,6,5,19,63.33333333333333,20.0
30,0.25,max_degree,3,3,6,5,19,63.33333333333333,20.0
30,0.25,max_degree,4,3,6,5,19,63.33333333333333,20.0
30,0.25,max_degree,5,3,6,5,19,63.33333333333333,20.0
