n,density,start_mode,seed,turns,K,Y,B,B_pct,K_pct
30,0.25,max_degree,6,2,10,4,16,53.333333333333336,33.33333333333333
30,0.25,max_degree,7,3,8,5,17,56.666666666666664,26.666666666666668
30,0.25,max_degree,8,3,9,5,16,53.333333333333336,30.0
30,0.25,max_degree,9,3,9,5,16,53.333333333333336,30.0
30,0.25,max_degree,10,3,17,6,7,23.333333333333332,56.666666666666664
30,0.25,max_degree,11,3,8,5,17,56.666666666666664,26.666666666666668
30,0.25,max_degree,12,3,18,6,6,20.0,60.0
30,0.25,max_degree,13,3,18,6,6,20.0,60.0
30,0.25,max_degree,14,4,16,8,6,20.0,53.333333333333336
30,0.25,max_degree,15,3,13,6,11,36.666666666666664,43.333333333333336
30,0.25,max_degree,16,3,13,6,11,36.666666666666664,43.333333333333336
30,0.25,max_degree,17,3,13,6,11,36.666666666666664,43.333333333333336
30,0.25,max_degree,18,2,11,4,15,50.0,36.666666666666664
30,0.25,max_degree,19,2,11,4,15,50.0,36.666666666666664
30,0.25,max_degree,20,2,11,4,15,50.0,36.666666666666664
30,0.25,max_degree,21,4,16,8,6,20.0,53.333333333333336
30,0.25,max_degree,22,4,16,8,6,20.0,53.333333333333336
30,0.25,max_degree,23,4,16,8,6,20.0,53.333333333333336
30,0.25,max_degree,24,5,16,9,5,16.666666666666664,53.333333333333336
30,0.25,max_degree,25,4,16,8,6,20.0,53.333333333333336
30,0.25,max_degree,26,2,9,4,17,56.666666666666664,30.0
30,0.25,max_degree,27,2,9,4,17,56.666666666666664,30.0
30,0.25,max_degree,28,2,13,4,13,43.333333333333336,43.333333333333336
30,0.25,max_degree,29,2,13,4,13,43.333333333333336,43.333333333333336
30,0.25,max_degree,30,2,7,3,20,66.66666666666666,23.333333333333332
30,0.25,random,1,1,1,2,27,90.0,3.3333333333333335
30,0.25,random,2,3,4,5,21,70.0,13.333333333333334
30,0.25,random,3,1,3,2,25,83.33333333333334,10.0
30,0.25,random,4,1,3,2,25,83.33333333333334,10.0
30,0.25,random,5,2,2,3,25,83.33333333333334,6.666666666666667
30,0.25,random,6,4,13,7,10,33.33333333333333,43.333333333333336
30,0.25,random,7,1,1,2,27,90.0,3.3333333333333335
30,0.25,random,8,2,4,3,23,76.66666666666667,13.333333333333334
30,0.25,random,9,2,5,4,21,70.0,16.666666666666664
30,0.25,random,10,4,15,7,8,26.666666666666668,50.0
30,0.25,random,11,2,3,4,23,76.66666666666667,10.0
30,0.25,random,12,3,6,6,18,60.0,20.0
30,0.25,random,13,4,13,8,9,30.0,43.333333333333336
30,0.25,random,14,2,8,4,18,60.0,26.666666666666668
30,0.25,random,15,4,9,8,13,43.333333333333336,30.0
30,0.25,random,16,4,7,8,15,50.0,23.333333333333332
30,0.25,random,17,4,9,8,13,43.333333333333336,30.0
30,0.25,random,18,1,1,1,28,93.33333333333333,3.3333333333333335
30,0.25,random,19,3,6,5,19,63.33333333333333,20.0
30,0.25,random,20,2,3,4,23,76.66666666666667,10.0
30,0.25,random,21,1,1,2,27,90.0,3.3333333333333335
30,0.25,random,22,5,20,10,0,0.0,66.66666666666666
30,0.25,random,23,5,20,10,0,0.0,66.66666666666666
30,0.25,random,24,2,5,4,21,70.0,16.666666666666664
30,0.25,random,25,2,5,3,22,73.33333333333333,16.666666666666664
30,0.25,random,26,3,22,6,2,6.666666666666667,73.33333333333333
30,0.25,random,27,4,17,8,5,16.666666666666664,56.666666666666664
30,0.25,random,28,2,5,4,21,70.0,16.666666666666664
30,0.25,random,29,2,13,4,13,43.333333333333336,43.333333333333336
30,0.25,random,30,2,2,3,25,83.33333333333334,6.666666666666667
30,0.3,max_degree,1,4,19,8,3,10.0,63.33333333333333
30,0.3,max_degree,2,4,19,8,3,10.0,63.33333333333333
30,0.3,max_degree,3,3,7,5,18,60.0,23.333333333333332
30,0.3,max_degree,4,3,7,5,18,60.0,23.333333333333332
30,0.3,max_degree,5,3,7,5,18,60.0,23.333333333333332
30,0.3,max_degree,6,4,17,7,6,20.0,56.666666666666664
30,0.3,max_degree,7,2,10,4,16,53.333333333333336,33.33333333333333
30,0.3,max_degree,8,4,14,7,9,30.0,46.666666666666664
30,0.3,max_degree,9,4,14,7,9,30.0,46.666666666666664
30,0.3,max_degree,10,4,19,8,3,10.0,63.33333333333333
30,0.3,max_degree,11,3,12,5,13,43.333333333333336,40.0
30,0.3,max_degree,12,4,22,8,0,0.0,73.33333333333333
30,0.3,max_degree,13,4,22,8,0,0.0,73.33333333333333
30,0.3,max_degree,14,2,10,4,16,53.333333333333336,33.33333333333333
30,0.3,max_degree,15,4,19,8,3,10.0,63.33333333333333
30,0.3,max_degree,16,4,19,8,3,10.0,63.33333333333333
30,0.3,max_degree,17,3,14,5,11,36.666666666666664,46.666666666666664
30,0.3,max_degree,18,3,24,6,0,0.0,80.0
30,0.3,max_degree,19,3,18,6,6,20.0,60.0
30,0.3,max_degree,20,2,11,4,15,50.0,36.666666666666664
30,0.3,max_degree,21,4,23,7,0,0.0,76.66666666666667
30,0.3,max_degree,22,2,16,4,10,33.33333333333333,53.333333333333336
30,0.3,max_degree,23,2,16,4,10,33.33333333333333,53.333333333333336
30,0.3,max_degree,24,4,19,7,4,13.333333333333334,63.33333333333333
30,0.3,max_degree,25,4,20,7,3,10.0,66.66666666666666
30,0.3,max_degree,26,2,10,4,16,53.333333333333336,33.33333333333333
30,0.3,max_degree,27,2,10,4,16,53.333333333333336,33.33333333333333
30,0.3,max_degree,28,4,22,8,0,0.0,73.33333333333333
30,0.3,max_degree,29,4,23,7,0,0.0,76.66666666666667
30,0.3,max_degree,30,3,12,6,12,40.0,40.0
30,0.3,random,1,4,23,7,0,0.0,76.66666666666667
30,0.3,random,2,4,8,7,15,50.0,26.666666666666668
30,0.3,random,3,3,7,5,18,60.0,23.333333333333332
30,0.3,random,4,3,7,5,18,60.0,23.333333333333332
30,0.3,random,5,2,3,3,24,80.0,10.0
30,0.3,random,6,5,20,10,0,0.0,66.66666666666666
30,0.3,random,7,1,1,2,27,90.0,3.3333333333333335
30,0.3,random,8,5,13,9,8,26.666666666666668,43.333333333333336
30,0.3,random,9,3,9,5,16,53.333333333333336,30.0
30,0.3,random,10,4,18,8,4,13.333333333333334,60.0
30,0.3,random,11,2,4,3,23,76.66666666666667,13.333333333333334
30,0.3,random,12,5,11,10,9,30.0,36.666666666666664
30,0.3,random,13,4,13,8,9,30.0,43.333333333333336
30,0.3,random,14,3,9,6,15,50.0,30.0
30,0.3,random,15,2,6,3,21,70.0,20.0
30,0.3,random,16,4,18,7,5,16.666666666666664,60.0
30,0.3,random,17,5,16,10,4,13.333333333333334,53.333333333333336
30,0.3,random,18,5,21,9,0,0.0,70.0
30,0.3,random,19,2,2,4,24,80.0,6.666666666666667
30,0.3,random,20,2,3,4,23,76.66666666666667,10.0
30,0.3,random,21,1,1,2,27,90.0,3.3333333333333335
30,0.3,random,22,5,20,10,0,0.0,66.66666666666666
30,0.3,random,23,5,20,10,0,0.0,66.66666666666666
30,0.3,random,24,5,20,10,0,0.0,66.66666666666666
30,0.3,random,25,3,12,6,12,40.0,40.0
30,0.3,random,26,4,23,7,0,0.0,76.66666666666667
30,0.3,random,27,4,12,7,11,36.666666666666664,40.0
30,0.3,random,28,4,14,8,8,26.666666666666668,46.666666666666664
30,0.3,random,29,3,17,6,7,23.333333333333332,56.666666666666664
30,0.3,random,30,2,2,4,24,80.0,6.666666666666667
30,0.35,max_degree,1,4,15,7,8,26.666666666666668,50.0
30,0.35,max_degree,2,4,22,8,0,0.0,73.33333333333333
30,0.35,max_degree,3,3,24,6,0,0.0,80.0
30,0.35,max_degree,4,3,24,6,0,0.0,80.0
30,0.35,max_degree,5,3,8,6,16,53.333333333333336,26.666666666666668
30,0.35,max_degree,6,4,22,8,0,0.0,73.33333333333333
30,0.35,max_degree,7,3,24,6,0,0.0,80.0
30,0.35,max_degree,8,3,21,6,3,10.0,70.0
30,0.35,max_degree,9,3,21,6,3,10.0,70.0
30,0.35,max_degree,10,4,20,8,2,6.666666666666667,66.66666666666666
30,0.35,max_degree,11,3,15,6,9,30.0,50.0
30,0.35,max_degree,12,4,23,7,0,0.0,76.66666666666667
30,0.35,max_degree,13,3,20,6,4,13.333333333333334,66.66666666666666
30,0.35,max_degree,14,4,23,7,0,0.0,76.66666666666667
30,0.35,max_degree,15,4,23,7,0,0.0,76.66666666666667
30,0.35,max_degree,16,4,19,8,3,10.0,63.33333333333333
30,0.35,max_degree,17,3,20,6,4,13.333333333333334,66.66666666666666
30,0.35,max_degree,18,3,25,5,0,0.0,83.33333333333334
30,0.35,max_degree,19,3,23,6,1,3.3333333333333335,76.66666666666667
30,0.35,max_degree,20,2,11,4,15,50.0,36.666666666666664
30,0.35,max_degree,21,3,22,6,2,6.666666666666667,73.33333333333333
30,0.35,max_degree,22,3,24,5,1,3.3333333333333335,80.0
30,0.35,max_degree,23,3,24,5,1,3.3333333333333335,80.0
30,0.35,max_degree,24,4,22,8,0,0.0,73.33333333333333
30,0.35,max_degree,25,4,21,7,2,6.666666666666667,70.0
30,0.35,max_degree,26,3,13,6,11,36.666666666666664,43.333333333333336
30,0.35,max_degree,27,3,20,6,4,13.333333333333334,66.66666666666666
30,0.35,max_degree,28,4,23,7,0,0.0,76.66666666666667
30,0.35,max_degree,29,4,22,7,1,3.3333333333333335,73.33333333333333
30,0.35,max_degree,30,4,15,8,7,23.333333333333332,50.0
30,0.35,random,1,3,5,6,19,63.33333333333333,16.666666666666664
30,0.35,random,2,4,8,7,15,50.0,26.666666666666668
30,0.35,random,3,1,1,1,28,93.33333333333333,3.3333333333333335
30,0.35,random,4,1,1,1,28,93.33333333333333,3.3333333333333335
30,0.35,random,5,2,4,3,23,76.66666666666667,13.333333333333334
30,0.35,random,6,5,20,10,0,0.0,66.66666666666666
30,0.35,random,7,2,2,3,25,83.33333333333334,6.666666666666667
30,0.35,random,8,4,19,8,3,10.0,63.33333333333333
30,0.35,random,9,5,21,9,0,0.0,70.0
30,0.35,random,10,4,22,8,0,0.0,73.33333333333333
30,0.35,random,11,5,19,9,2,6.666666666666667,63.33333333333333
30,0.35,random,12,4,15,7,8,26.666666666666668,50.0
30,0.35,random,13,4,18,8,4,13.333333333333334,60.0
30,0.35,random,14,4,20,7,3,10.0,66.66666666666666
30,0.35,random,15,4,23,7,0,0.0,76.66666666666667
30,0.35,random,16,3,24,6,0,0.0,80.0
30,0.35,random,17,4,18,8,4,13.333333333333334,60.0
30,0.35,random,18,4,17,8,5,16.666666666666664,56.666666666666664
30,0.35,random,19,2,2,4,24,80.0,6.666666666666667
30,0.35,random,20,5,11,9,10,33.33333333333333,36.666666666666664
30,0.35,random,21,1,1,2,27,90.0,3.3333333333333335
30,0.35,random,22,3,24,6,0,0.0,80.0
30,0.35,random,23,3,24,6,0,0.0,80.0
30,0.35,random,24,5,20,10,0,0.0,66.66666666666666
30,0.35,random,25,4,22,8,0,0.0,73.33333333333333
30,0.35,random,26,1,1,2,27,90.0,3.3333333333333335
30,0.35,random,27,3,14,6,10,33.33333333333333,46.666666666666664
30,0.35,random,28,3,12,5,13,43.333333333333336,40.0
30,0.35,random,29,4,22,8,0,0.0,73.33333333333333
30,0.35,random,30,2,2,4,24,80.0,6.666666666666667
30,0.4,max_degree,1,3,24,6,0,0.0,80.0
30,0.4,max_degree,2,3,24,6,0,0.0,80.0
30,0.4,max_degree,3,3,25,5,0,0.0,83.33333333333334
30,0.4,max_degree,4,3,25,5,0,0.0,83.33333333333334
30,0.4,max_degree,5,4,22,8,0,0.0,73.33333333333333
30,0.4,max_degree,6,3,24,6,0,0.0,80.0
30,0.4,max_degree,7,3,24,6,0,0.0,80.0
30,0.4,max_degree,8,4,23,7,0,0.0,76.66666666666667
30,0.4,max_degree,9,3,24,6,0,0.0,80.0
30,0.4,max_degree,10,4,23,7,0,0.0,76.66666666666667
30,0.4,max_degree,11,4,22,8,0,0.0,73.33333333333333
30,0.4,max_degree,12,3,24,6,0,0.0,80.0
30,0.4,max_degree,13,4,22,8,0,0.0,73.33333333333333
30,0.4,max_degree,14,5,20,10,0,0.0,66.66666666666666
30,0.4,max_degree,15,3,25,5,0,0.0,83.33333333333334
30,0.4,max_degree,16,3,23,6,1,3.3333333333333335,76.66666666666667
30,0.4,max_degree,17,3,21,5,4,13.333333333333334,70.0
30,0.4,max_degree,18,2,26,4,0,0.0,86.66666666666667
30,0.4,max_degree,19,2,21,4,5,16.666666666666664,70.0
30,0.4,max_degree,20,4,16,7,7,23.333333333333332,53.333333333333336
30,0.4,max_degree,21,3,24,6,0,0.0,80.0
30,0.4,max_degree,22,3,24,6,0,0.0,80.0
30,0.4,max_degree,23,2,26,4,0,0.0,86.66666666666667
30,0.4,max_degree,24,3,24,6,0,0.0,80.0
30,0.4,max_degree,25,3,24,6,0,0.0,80.0
30,0.4,max_degree,26,1,10,2,18,60.0,33.33333333333333
30,0.4,max_degree,27,3,25,5,0,0.0,83.33333333333334
30,0.4,max_degree,28,4,22,8,0,0.0,73.33333333333333
30,0.4,max_degree,29,3,23,5,2,6.666666666666667,76.66666666666667
30,0.4,max_degree,30,3,19,6,5,16.666666666666664,63.33333333333333
30,0.4,random,1,3,5,6,19,63.33333333333333,16.666666666666664
30,0.4,random,2,6,18,12,0,0.0,60.0
30,0.4,random,3,1,1,2,27,90.0,3.3333333333333335
30,0.4,random,4,1,1,2,27,90.0,3.3333333333333335
30,0.4,random,5,2,4,3,23,76.66666666666667,13.333333333333334
30,0.4,random,6,4,22,8,0,0.0,73.33333333333333
30,0.4,random,7,4,7,8,15,50.0,23.333333333333332
30,0.4,random,8,1,4,2,24,80.0,13.333333333333334
30,0.4,random,9,5,21,9,0,0.0,70.0
30,0.4,random,10,4,22,8,0,0.0,73.33333333333333
30,0.4,random,11,4,22,8,0,0.0,73.33333333333333
30,0.4,random,12,4,22,8,0,0.0,73.33333333333333
30,0.4,random,13,5,20,10,0,0.0,66.66666666666666
30,0.4,random,14,5,20,10,0,0.0,66.66666666666666
30,0.4,random,15,4,23,7,0,0.0,76.66666666666667
30,0.4,random,16,3,24,6,0,0.0,80.0
30,0.4,random,17,4,18,8,4,13.333333333333334,60.0
30,0.4,random,18,3,24,6,0,0.0,80.0
30,0.4,random,19,5,20,10,0,0.0,66.66666666666666
30,0.4,random,20,4,13,8,9,30.0,43.333333333333336
30,0.4,random,21,1,1,2,27,90.0,3.3333333333333335
30,0.4,random,22,2,4,4,22,73.33333333333333,13.333333333333334
30,0.4,random,23,3,24,6,0,0.0,80.0
30,0.4,random,24,5,20,10,0,0.0,66.66666666666666
30,0.4,random,25,4,22,8,0,0.0,73.33333333333333
30,0.4,random,26,1,1,2,27,90.0,3.3333333333333335
30,0.4,random,27,4,17,8,5,16.666666666666664,56.666666666666664
30,0.4,random,28,4,22,8,0,0.0,73.33333333333333
30,0.4,random,29,3,24,6,0,0.0,80.0
30,0.4,random,30,2,3,4,23,76.66666666666667,10.0
30,0.45,max_degree,1,2,26,4,0,0.0,86.66666666666667
30,0.45,max_degree,2,3,24,6,0,0.0,80.0
30,0.45,max_degree,3,3,23,6,1,3.3333333333333335,76.66666666666667
30,0.45,max_degree,4,3,25,5,0,0.0,83.33333333333334
30,0.45,max_degree,5,4,22,8,0,0.0,73.33333333333333
30,0.45,max_degree,6,4,23,7,0,0.0,76.66666666666667
30,0.45,max_degree,7,2,26,4,0,0.0,86.66666666666667
30,0.45,max_degree,8,3,24,6,0,0.0,80.0
30,0.45,max_degree,9,3,24,6,0,0.0,80.0
30,0.45,max_degree,10,3,24,6,0,0.0,80.0
30,0.45,max_degree,11,4,17,8,5,16.666666666666664,56.666666666666664
30,0.45,max_degree,12,3,24,6,0,0.0,80.0
30,0.45,max_degree,13,3,24,6,0,0.0,80.0
30,0.45,max_degree,14,4,22,8,0,0.0,73.33333333333333
30,0.45,max_degree,15,3,25,5,0,0.0,83.33333333333334
30,0.45,max_degree,16,3,24,6,0,0.0,80.0
30,0.45,max_degree,17,3,24,6,0,0.0,80.0
30,0.45,max_degree,18,2,26,4,0,0.0,86.66666666666667
30,0.45,max_degree,19,3,23,6,1,3.3333333333333335,76.66666666666667
30,0.45,max_degree,20,4,21,8,1,3.3333333333333335,70.0
30,0.45,max_degree,21,3,24,6,0,0.0,80.0
30,0.45,max_degree,22,3,24,6,0,0.0,80.0
30,0.45,max_degree,23,2,26,4,0,0.0,86.66666666666667
30,0.45,max_degree,24,3,21,6,3,10.0,70.0
30,0.45,max_degree,25,3,24,6,0,0.0,80.0
30,0.45,max_degree,26,5,19,9,2,6.666666666666667,63.33333333333333
30,0.45,max_degree,27,2,26,4,0,0.0,86.66666666666667
30,0.45,max_degree,28,4,22,8,0,0.0,73.33333333333333
30,0.45,max_degree,29,3,21,5,4,13.333333333333334,70.0
30,0.45,max_degree,30,3,24,6,0,0.0,80.0
30,0.45,random,1,3,5,6,19,63.33333333333333,16.666666666666664
30,0.45,random,2,4,22,8,0,0.0,73.33333333333333
30,0.45,random,3,6,17,12,1,3.3333333333333335,56.666666666666664
30,0.45,random,4,1,1,2,27,90.0,3.3333333333333335
30,0.45,random,5,2,4,3,23,76.66666666666667,13.333333333333334
30,0.45,random,6,4,23,7,0,0.0,76.66666666666667
30,0.45,random,7,4,7,8,15,50.0,23.333333333333332
30,0.45,random,8,1,4,2,24,80.0,13.333333333333334
30,0.45,random,9,5,20,10,0,0.0,66.66666666666666
30,0.45,random,10,4,22,8,0,0.0,73.33333333333333
30,0.45,random,11,4,22,8,0,0.0,73.33333333333333
30,0.45,random,12,4,23,7,0,0.0,76.66666666666667
30,0.45,random,13,4,22,8,0,0.0,73.33333333333333
30,0.45,random,14,4,22,8,0,0.0,73.33333333333333
30,0.45,random,15,4,23,7,0,0.0,76.66666666666667
30,0.45,random,16,3,24,6,0,0.0,80.0
30,0.45,random,17,3,15,6,9,30.0,50.0
30,0.45,random,18,3,24,6,0,0.0,80.0
30,0.45,random,19,5,20,10,0,0.0,66.66666666666666
30,0.45,random,20,5,20,10,0,0.0,66.66666666666666
30,0.45,random,21,5,20,10,0,0.0,66.66666666666666
30,0.45,random,22,3,6,6,18,60.0,20.0
30,0.45,random,23,3,24,6,0,0.0,80.0
30,0.45,random,24,5,21,9,0,0.0,70.0
30,0.45,random,25,4,22,8,0,0.0,73.33333333333333
30,0.45,random,26,1,1,2,27,90.0,3.3333333333333335
30,0.45,random,27,5,20,10,0,0.0,66.66666666666666
30,0.45,random,28,4,23,7,0,0.0,76.66666666666667
30,0.45,random,29,3,24,6,0,0.0,80.0
30,0.45,random,30,2,3,4,23,76.66666666666667,10.0
30,0.5,max_degree,1,2,26,4,0,0.0,86.66666666666667
30,0.5,max_degree,2,3,24,6,0,0.0,80.0
30,0.5,max_degree,3,3,24,6,0,0.0,80.0
30,0.5,max_degree,4,2,26,4,0,0.0,86.66666666666667
30,0.5,max_degree,5,4,22,8,0,0.0,73.33333333333333
30,0.5,max_degree,6,2,26,4,0,0.0,86.66666666666667
30,0.5,max_degree,7,3,24,6,0,0.0,80.0
30,0.5,max_degree,8,3,24,6,0,0.0,80.0
30,0.5,max_degree,9,2,26,4,0,0.0,86.66666666666667
30,0.5,max_degree,10,3,25,5,0,0.0,83.33333333333334
30,0.5,max_degree,11,4,23,7,0,0.0,76.66666666666667
30,0.5,max_degree,12,3,24,6,0,0.0,80.0
30,0.5,max_degree,13,3,25,5,0,0.0,83.33333333333334
30,0.5,max_degree,14,2,26,4,0,0.0,86.66666666666667
30,0.5,max_degree,15,3,25,5,0,0.0,83.33333333333334
30,0.5,max_degree,16,3,25,5,0,0.0,83.33333333333334
30,0.5,max_degree,17,3,24,6,0,0.0,80.0
30,0.5,max_degree,18,2,26,4,0,0.0,86.66666666666667
30,0.5,max_degree,19,3,24,6,0,0.0,80.0
30,0.5,max_degree,20,3,24,6,0,0.0,80.0
30,0.5,max_degree,21,3,25,5,0,0.0,83.33333333333334
30,0.5,max_degree,22,3,24,6,0,0.0,80.0
30,0.5,max_degree,23,2,26,4,0,0.0,86.66666666666667
30,0.5,max_degree,24,3,25,5,0,0.0,83.33333333333334
30,0.5,max_degree,25,3,24,6,0,0.0,80.0
30,0.5,max_degree,26,3,22,6,2,6.666666666666667,73.33333333333333
30,0.5,max_degree,27,3,24,6,0,0.0,80.0
30,0.5,max_degree,28,3,24,6,0,0.0,80.0
30,0.5,max_degree,29,3,24,6,0,0.0,80.0
30,0.5,max_degree,30,3,24,6,0,0.0,80.0
30,0.5,random,1,5,20,10,0,0.0,66.66666666666666
30,0.5,random,2,4,22,8,0,0.0,73.33333333333333
30,0.5,random,3,4,22,8,0,0.0,73.33333333333333
30,0.5,random,4,2,2,4,24,80.0,6.666666666666667
30,0.5,random,5,2,4,3,23,76.66666666666667,13.333333333333334
30,0.5,random,6,3,24,6,0,0.0,80.0
30,0.5,random,7,5,20,10,0,0.0,66.66666666666666
30,0.5,random,8,2,5,3,22,73.33333333333333,16.666666666666664
30,0.5,random,9,3,24,6,0,0.0,80.0
30,0.5,random,10,4,22,8,0,0.0,73.33333333333333
30,0.5,random,11,4,22,8,0,0.0,73.33333333333333
30,0.5,random,12,4,22,8,0,0.0,73.33333333333333
30,0.5,random,13,3,18,6,6,20.0,60.0
30,0.5,random,14,4,22,8,0,0.0,73.33333333333333
30,0.5,random,15,4,23,7,0,0.0,76.66666666666667
30,0.5,random,16,3,24,6,0,0.0,80.0
30,0.5,random,17,4,19,8,3,10.0,63.33333333333333
30,0.5,random,18,3,25,5,0,0.0,83.33333333333334
30,0.5,random,19,4,22,8,0,0.0,73.33333333333333
30,0.5,random,20,4,23,7,0,0.0,76.66666666666667
30,0.5,random,21,5,20,10,0,0.0,66.66666666666666
30,0.5,random,22,6,19,11,0,0.0,63.33333333333333
30,0.5,random,23,3,24,6,0,0.0,80.0
30,0.5,random,24,4,22,8,0,0.0,73.33333333333333
30,0.5,random,25,4,22,8,0,0.0,73.33333333333333
30,0.5,random,26,1,1,2,27,90.0,3.3333333333333335
30,0.5,random,27,4,22,8,0,0.0,73.33333333333333
30,0.5,random,28,3,24,6,0,0.0,80.0
30,0.5,random,29,3,25,5,0,0.0,83.33333333333334
30,0.5,random,30,5,20,10,0,0.0,66.66666666666666
